584,146
586,167
588,189
592,210
598,231
610,250
625,267
643,280
664,284
686,279
704,264
721,247
733,228
739,208
742,187
744,167
745,146
601,139
611,127
626,122
641,122
656,127
679,126
694,121
709,121
724,127
732,139
667,140
668,154
668,167
668,182
647,190
657,192
667,194
678,191
688,189
619,144
628,140
637,139
646,145
637,145
628,146
688,144
697,139
707,139
715,145
706,145
697,145
625,215
639,209
655,207
667,209
679,207
694,208
706,212
703,214
679,212
667,213
655,212
629,216
706,212
694,229
679,237
666,239
654,238
638,231
625,215
629,216
654,228
666,229
679,227
703,214
